country,year,value,units
Poland,1996,1375441.3189302655,Kilotonne CO2 Equivalent
Poland,1997,1346566.4344649613,Kilotonne CO2 Equivalent
Poland,1998,1246863.965892818,Kilotonne CO2 Equivalent
Poland,1999,1212093.5696904538,Kilotonne CO2 Equivalent
Poland,2000,1176827.2722320461,Kilotonne CO2 Equivalent
Poland,2001,1169794.031985321,Kilotonne CO2 Equivalent
Poland,2002,1138937.7424778903,Kilotonne CO2 Equivalent
Poland,2003,1179196.7221134098,Kilotonne CO2 Equivalent
Poland,2004,1192808.31161493,Kilotonne CO2 Equivalent
Poland,2005,1192241.798458596,Kilotonne CO2 Equivalent
Poland,2006,1234606.6305531722,Kilotonne CO2 Equivalent
Poland,2007,1233721.0163726553,Kilotonne CO2 Equivalent
Poland,2008,1209439.5186381387,Kilotonne CO2 Equivalent
Poland,2009,1154838.9863582607,Kilotonne CO2 Equivalent
Poland,2010,1210796.7927146005,Kilotonne CO2 Equivalent
Poland,2011,1209814.0788833434,Kilotonne CO2 Equivalent
Poland,2012,1190950.648099992,Kilotonne CO2 Equivalent
Poland,2013,1179275.6165901544,Kilotonne CO2 Equivalent
Poland,2014,1140112.6976135978,Kilotonne CO2 Equivalent
Portugal,1990,181348.41391818103,Kilotonne CO2 Equivalent
Portugal,1991,186762.84169318213,Kilotonne CO2 Equivalent
Portugal,1992,200613.13307838395,Kilotonne CO2 Equivalent
Portugal,1993,196552.329288447,Kilotonne CO2 Equivalent
Portugal,1994,200461.2028547505,Kilotonne CO2 Equivalent
Portugal,1995,213772.64054822116,Kilotonne CO2 Equivalent
Portugal,1996,206176.94230305977,Kilotonne CO2 Equivalent
Portugal,1997,216247.88193872178,Kilotonne CO2 Equivalent
Portugal,1998,231244.26182016585,Kilotonne CO2 Equivalent
Portugal,1999,255239.52448032075,Kilotonne CO2 Equivalent
Portugal,2000,251449.36344485029,Kilotonne CO2 Equivalent
Portugal,2001,251252.57772367215,Kilotonne CO2 Equivalent
Portugal,2002,264211.3332037782,Kilotonne CO2 Equivalent
Portugal,2003,248528.2069254616,Kilotonne CO2 Equivalent
Portugal,2004,257710.99614758254,Kilotonne CO2 Equivalent
Portugal,2005,265484.5312922358,Kilotonne CO2 Equivalent
Portugal,2006,250400.7147311165,Kilotonne CO2 Equivalent
Portugal,2007,243026.32548176864,Kilotonne CO2 Equivalent
Portugal,2008,235931.92236464913,Kilotonne CO2 Equivalent
Portugal,2009,227557.3389420441,Kilotonne CO2 Equivalent
Portugal,2010,213737.63338164904,Kilotonne CO2 Equivalent
Portugal,2011,209081.8635988247,Kilotonne CO2 Equivalent
Portugal,2012,202798.59490790477,Kilotonne CO2 Equivalent
Portugal,2013,197388.98270524087,Kilotonne CO2 Equivalent
Portugal,2014,196987.846779702,Kilotonne CO2 Equivalent
Romania,1990,764997.3688132438,Kilotonne CO2 Equivalent
Romania,1991,625432.2460951643,Kilotonne CO2 Equivalent
Romania,1992,572804.465823789,Kilotonne CO2 Equivalent
Romania,1993,546033.2206691764,Kilotonne CO2 Equivalent
Romania,1994,534323.7133826994,Kilotonne CO2 Equivalent
Romania,1995,555031.5328655813,Kilotonne CO2 Equivalent
Romania,1996,562427.1575430179,Kilotonne CO2 Equivalent
Romania,1997,526476.9803587499,Kilotonne CO2 Equivalent
Romania,1998,465849.37730531115,Kilotonne CO2 Equivalent
Romania,1999,410303.1835680722,Kilotonne CO2 Equivalent
Romania,2000,427214.0020938837,Kilotonne CO2 Equivalent
Romania,2001,447773.7871797696,Kilotonne CO2 Equivalent
Romania,2002,444068.66751621617,Kilotonne CO2 Equivalent
Romania,2003,459814.189424616,Kilotonne CO2 Equivalent
Romania,2004,455631.07483801234,Kilotonne CO2 Equivalent
Romania,2005,447987.6836633546,Kilotonne CO2 Equivalent
Romania,2006,454294.66594834847,Kilotonne CO2 Equivalent
Romania,2007,446124.5413919788,Kilotonne CO2 Equivalent
Romania,2008,430646.6068601161,Kilotonne CO2 Equivalent
Romania,2009,376584.16680983116,Kilotonne CO2 Equivalent
Romania,2010,357374.9432497203,Kilotonne CO2 Equivalent
Romania,2011,372793.85117321997,Kilotonne CO2 Equivalent
Romania,2012,368000.8629127796,Kilotonne CO2 Equivalent
Romania,2013,335801.6875681498,Kilotonne CO2 Equivalent
Romania,2014,334838.43181422347,Kilotonne CO2 Equivalent
Russian Federation,1990,11302665.13279404,Kilotonne CO2 Equivalent
Russian Federation,1991,10606800.074673774,Kilotonne CO2 Equivalent
Russian Federation,1992,9008306.40062886,Kilotonne CO2 Equivalent
Russian Federation,1993,8427883.574456166,Kilotonne CO2 Equivalent
Russian Federation,1994,7535071.854728938,Kilotonne CO2 Equivalent
Russian Federation,1995,7288297.331121153,Kilotonne CO2 Equivalent
Russian Federation,1996,7064301.78573609,Kilotonne CO2 Equivalent
Russian Federation,1997,6783550.399172102,Kilotonne CO2 Equivalent
Russian Federation,1998,6689023.997181362,Kilotonne CO2 Equivalent
Russian Federation,1999,6784174.6187279625,Kilotonne CO2 Equivalent
Russian Federation,2000,6823493.8332891865,Kilotonne CO2 Equivalent
Russian Federation,2001,7002200.671448494,Kilotonne CO2 Equivalent
Russian Federation,2002,7027598.727376258,Kilotonne CO2 Equivalent
Russian Federation,2003,7266293.36159364,Kilotonne CO2 Equivalent
Russian Federation,2004,7413709.216480772,Kilotonne CO2 Equivalent
Russian Federation,2005,7504913.730217623,Kilotonne CO2 Equivalent
Russian Federation,2006,7723236.0289536845,Kilotonne CO2 Equivalent
Russian Federation,2007,7752927.181339321,Kilotonne CO2 Equivalent
Russian Federation,2008,7849390.661704709,Kilotonne CO2 Equivalent
Russian Federation,2009,7445963.377415211,Kilotonne CO2 Equivalent
Russian Federation,2010,7807450.283770052,Kilotonne CO2 Equivalent
Russian Federation,2011,7995537.773038623,Kilotonne CO2 Equivalent
Russian Federation,2012,8102775.720126929,Kilotonne CO2 Equivalent
Russian Federation,2013,7929193.799523304,Kilotonne CO2 Equivalent
Russian Federation,2014,7946620.041596007,Kilotonne CO2 Equivalent
Slovakia,1990,222814.5320533569,Kilotonne CO2 Equivalent
Slovakia,1991,193933.59971244985,Kilotonne CO2 Equivalent
Slovakia,1992,177612.83945025902,Kilotonne CO2 Equivalent
Slovakia,1993,167067.84873020128,Kilotonne CO2 Equivalent
Slovakia,1994,159159.89713314606,Kilotonne CO2 Equivalent
Slovakia,1995,163216.7313990318,Kilotonne CO2 Equivalent
Slovakia,1996,164118.19755120628,Kilotonne CO2 Equivalent
Slovakia,1997,163190.81407932244,Kilotonne CO2 Equivalent
Slovakia,1998,158981.52905538608,Kilotonne CO2 Equivalent
Slovakia,1999,155101.2767686053,Kilotonne CO2 Equivalent
Slovakia,2000,149137.4329697481,Kilotonne CO2 Equivalent
Slovakia,2001,156382.99680919747,Kilotonne CO2 Equivalent
Slovakia,2002,150434.2760625726,Kilotonne CO2 Equivalent
Slovakia,2003,151759.72804820377,Kilotonne CO2 Equivalent
Slovakia,2004,153945.487585833,Kilotonne CO2 Equivalent
Slovakia,2005,153862.12493543225,Kilotonne CO2 Equivalent
Slovakia,2006,153620.7449659017,Kilotonne CO2 Equivalent
Slovakia,2007,148215.2192443839,Kilotonne CO2 Equivalent
Slovakia,2008,150266.2095540192,Kilotonne CO2 Equivalent
Slovakia,2009,136672.88706148928,Kilotonne CO2 Equivalent
Slovakia,2010,139448.62126622215,Kilotonne CO2 Equivalent
Slovakia,2011,136812.05528097923,Kilotonne CO2 Equivalent
Slovakia,2012,129526.76540051072,Kilotonne CO2 Equivalent
Slovakia,2013,128377.43669889959,Kilotonne CO2 Equivalent
Slovakia,2014,121972.80510093961,Kilotonne CO2 Equivalent
Slovenia,1990,55849.34728933889,Kilotonne CO2 Equivalent
Slovenia,1991,51934.58740090681,Kilotonne CO2 Equivalent
Slovenia,1992,52230.20439192688,Kilotonne CO2 Equivalent
Slovenia,1993,52816.61462292381,Kilotonne CO2 Equivalent
Slovenia,1994,54013.336178462756,Kilotonne CO2 Equivalent
Slovenia,1995,56283.05411330995,Kilotonne CO2 Equivalent
Slovenia,1996,58320.73342004945,Kilotonne CO2 Equivalent
Slovenia,1997,59383.400220141004,Kilotonne CO2 Equivalent
Slovenia,1998,58561.15977039328,Kilotonne CO2 Equivalent
Slovenia,1999,56678.396916490216,Kilotonne CO2 Equivalent
Slovenia,2000,57378.68749830749,Kilotonne CO2 Equivalent
Slovenia,2001,60032.15934698964,Kilotonne CO2 Equivalent
Slovenia,2002,60479.68724001599,Kilotonne CO2 Equivalent
Slovenia,2003,59634.74147152981,Kilotonne CO2 Equivalent
Slovenia,2004,60595.33702091336,Kilotonne CO2 Equivalent
Slovenia,2005,61568.21520451383,Kilotonne CO2 Equivalent
Slovenia,2006,62084.9174208069,Kilotonne CO2 Equivalent
Slovenia,2007,62495.50966321617,Kilotonne CO2 Equivalent
Slovenia,2008,64570.64525383447,Kilotonne CO2 Equivalent
Slovenia,2009,58786.10173924537,Kilotonne CO2 Equivalent
Slovenia,2010,58856.29478842177,Kilotonne CO2 Equivalent
Slovenia,2011,58879.39196622333,Kilotonne CO2 Equivalent
Slovenia,2012,57106.26263781059,Kilotonne CO2 Equivalent
Slovenia,2013,54941.34460117107,Kilotonne CO2 Equivalent
Slovenia,2014,49746.93568878207,Kilotonne CO2 Equivalent
Spain,1990,561201.7507685283,Kilotonne CO2 Equivalent
Spain,1991,578953.2898463327,Kilotonne CO2 Equivalent
Spain,1992,597319.199133658,Kilotonne CO2 Equivalent
Spain,1993,577041.013230366,Kilotonne CO2 Equivalent
Spain,1994,609688.8364533623,Kilotonne CO2 Equivalent
Spain,1995,640363.1170398259,Kilotonne CO2 Equivalent
Spain,1996,623873.2667441582,Kilotonne CO2 Equivalent
Spain,1997,652524.399789818,Kilotonne CO2 Equivalent
Spain,1998,671928.3616411504,Kilotonne CO2 Equivalent
Spain,1999,725181.9737575097,Kilotonne CO2 Equivalent
Spain,2000,757292.6355307944,Kilotonne CO2 Equivalent
Spain,2001,751579.3882053581,Kilotonne CO2 Equivalent
Spain,2002,787652.1570867264,Kilotonne CO2 Equivalent
Spain,2003,802538.7189726364,Kilotonne CO2 Equivalent
Spain,2004,833837.7733885803,Kilotonne CO2 Equivalent
Spain,2005,863257.7319618581,Kilotonne CO2 Equivalent
Spain,2006,849129.4555827809,Kilotonne CO2 Equivalent
Spain,2007,866801.12279874,Kilotonne CO2 Equivalent
Spain,2008,804633.4997000122,Kilotonne CO2 Equivalent
Spain,2009,731060.5651405421,Kilotonne CO2 Equivalent
Spain,2010,707449.3781493842,Kilotonne CO2 Equivalent
Spain,2011,707744.4771905574,Kilotonne CO2 Equivalent
Spain,2012,697112.8686350103,Kilotonne CO2 Equivalent
Spain,2013,640244.0786029946,Kilotonne CO2 Equivalent
Spain,2014,643488.1339042364,Kilotonne CO2 Equivalent
Sweden,1990,215751.77877506352,Kilotonne CO2 Equivalent
Sweden,1991,216123.76455896342,Kilotonne CO2 Equivalent
Sweden,1992,214581.15108490342,Kilotonne CO2 Equivalent
Sweden,1993,215421.57219989883,Kilotonne CO2 Equivalent
Sweden,1994,222694.46673658467,Kilotonne CO2 Equivalent
Sweden,1995,222088.08096519543,Kilotonne CO2 Equivalent
Sweden,1996,232722.30061464143,Kilotonne CO2 Equivalent
Sweden,1997,218316.89616411092,Kilotonne CO2 Equivalent
Sweden,1998,219257.59257812402,Kilotonne CO2 Equivalent
Sweden,1999,210545.10917056675,Kilotonne CO2 Equivalent
Sweden,2000,206606.30654281683,Kilotonne CO2 Equivalent
Sweden,2001,207576.347430066,Kilotonne CO2 Equivalent
Sweden,2002,210482.34510423234,Kilotonne CO2 Equivalent
Sweden,2003,211804.08128523204,Kilotonne CO2 Equivalent
Sweden,2004,208747.32540267776,Kilotonne CO2 Equivalent
Sweden,2005,200904.90811508335,Kilotonne CO2 Equivalent
Sweden,2006,200770.27357850724,Kilotonne CO2 Equivalent
Sweden,2007,196117.9607141178,Kilotonne CO2 Equivalent
Sweden,2008,189363.3674670333,Kilotonne CO2 Equivalent
Sweden,2009,177158.2914316683,Kilotonne CO2 Equivalent
Sweden,2010,194991.26212456706,Kilotonne CO2 Equivalent
Sweden,2011,182961.4431260244,Kilotonne CO2 Equivalent
Sweden,2012,172735.07727630815,Kilotonne CO2 Equivalent
Sweden,2013,167818.56986979782,Kilotonne CO2 Equivalent
Sweden,2014,163148.21185686064,Kilotonne CO2 Equivalent
Switzerland,1990,160335.49832425083,Kilotonne CO2 Equivalent
Switzerland,1991,166146.87363728514,Kilotonne CO2 Equivalent
Switzerland,1992,165269.12699399944,Kilotonne CO2 Equivalent
Switzerland,1993,157308.73645158517,Kilotonne CO2 Equivalent
Switzerland,1994,154270.4727032906,Kilotonne CO2 Equivalent
Switzerland,1995,156888.25055068225,Kilotonne CO2 Equivalent
Switzerland,1996,159052.40079625003,Kilotonne CO2 Equivalent
Switzerland,1997,155267.14066478552,Kilotonne CO2 Equivalent
Switzerland,1998,160051.62233497613,Kilotonne CO2 Equivalent
Switzerland,1999,159311.46763574527,Kilotonne CO2 Equivalent
Switzerland,2000,157134.91166970562,Kilotonne CO2 Equivalent
Switzerland,2001,161893.68906522953,Kilotonne CO2 Equivalent
Switzerland,2002,157117.33236867358,Kilotonne CO2 Equivalent
Switzerland,2003,160762.35414200794,Kilotonne CO2 Equivalent
Switzerland,2004,162656.0786757443,Kilotonne CO2 Equivalent
Switzerland,2005,164703.6772136326,Kilotonne CO2 Equivalent
Switzerland,2006,163572.8665189701,Kilotonne CO2 Equivalent
Switzerland,2007,157790.63759522224,Kilotonne CO2 Equivalent
Switzerland,2008,162378.94149906817,Kilotonne CO2 Equivalent
Switzerland,2009,158453.39183562904,Kilotonne CO2 Equivalent
Switzerland,2010,163244.25026089762,Kilotonne CO2 Equivalent
Switzerland,2011,151013.06800379197,Kilotonne CO2 Equivalent
Switzerland,2012,155034.7153217225,Kilotonne CO2 Equivalent
Switzerland,2013,157681.18906732235,Kilotonne CO2 Equivalent
Switzerland,2014,145972.02814142115,Kilotonne CO2 Equivalent
Turkey,1990,623319.9634286013,Kilotonne CO2 Equivalent
Turkey,1991,642384.966493032,Kilotonne CO2 Equivalent
Turkey,1992,662391.4329469592,Kilotonne CO2 Equivalent
Turkey,1993,691886.9976402749,Kilotonne CO2 Equivalent
Turkey,1994,674157.7057131635,Kilotonne CO2 Equivalent
Turkey,1995,717119.3753926442,Kilotonne CO2 Equivalent
Turkey,1996,769971.2412490234,Kilotonne CO2 Equivalent
Turkey,1997,809827.5088763825,Kilotonne CO2 Equivalent
Turkey,1998,815267.7975953696,Kilotonne CO2 Equivalent
Turkey,1999,814073.8653010203,Kilotonne CO2 Equivalent
Turkey,2000,890432.5050527736,Kilotonne CO2 Equivalent
Turkey,2001,836354.8368152034,Kilotonne CO2 Equivalent
Turkey,2002,861283.7037627087,Kilotonne CO2 Equivalent
Turkey,2003,911083.2747709015,Kilotonne CO2 Equivalent
Turkey,2004,950681.115666648,Kilotonne CO2 Equivalent
Turkey,2005,1035695.38464222,Kilotonne CO2 Equivalent
Turkey,2006,1113961.6594934545,Kilotonne CO2 Equivalent
Turkey,2007,1210177.4580713403,Kilotonne CO2 Equivalent
Turkey,2008,1179302.7230573543,Kilotonne CO2 Equivalent
Turkey,2009,1147540.2567459359,Kilotonne CO2 Equivalent
Turkey,2010,1185847.5305843996,Kilotonne CO2 Equivalent
Turkey,2011,1247606.4424982762,Kilotonne CO2 Equivalent
Turkey,2012,1342356.993968628,Kilotonne CO2 Equivalent
Turkey,2013,1316458.7519942608,Kilotonne CO2 Equivalent
Turkey,2014,1402651.1308156685,Kilotonne CO2 Equivalent
Ukraine,1990,2813862.6113043814,Kilotonne CO2 Equivalent
Ukraine,1991,2559623.256827778,Kilotonne CO2 Equivalent
Ukraine,1992,2386340.8818428083,Kilotonne CO2 Equivalent
Ukraine,1993,2116129.7278649965,Kilotonne CO2 Equivalent
Ukraine,1994,1801019.9316828635,Kilotonne CO2 Equivalent
Ukraine,1995,1671143.8089527881,Kilotonne CO2 Equivalent
Ukraine,1996,1535059.8879733942,Kilotonne CO2 Equivalent
Ukraine,1997,1488659.935310379,Kilotonne CO2 Equivalent
Ukraine,1998,1393200.0924869946,Kilotonne CO2 Equivalent
Ukraine,1999,1311112.661602425,Kilotonne CO2 Equivalent
Ukraine,2000,1241770.3264774836,Kilotonne CO2 Equivalent
Ukraine,2001,1301497.6378799637,Kilotonne CO2 Equivalent
Ukraine,2002,1252508.059545051,Kilotonne CO2 Equivalent
Ukraine,2003,1252668.3256372744,Kilotonne CO2 Equivalent
Ukraine,2004,1283737.270823088,Kilotonne CO2 Equivalent
Ukraine,2005,1306981.9851002644,Kilotonne CO2 Equivalent
Ukraine,2006,1356269.2882750228,Kilotonne CO2 Equivalent
Ukraine,2007,1365802.3337250808,Kilotonne CO2 Equivalent
Ukraine,2008,1326517.125460533,Kilotonne CO2 Equivalent
Ukraine,2009,1153955.3635471435,Kilotonne CO2 Equivalent
Ukraine,2010,1205787.2800353172,Kilotonne CO2 Equivalent
Ukraine,2011,1264907.9786238354,Kilotonne CO2 Equivalent
Ukraine,2012,1228594.0580433717,Kilotonne CO2 Equivalent
Ukraine,2013,1203200.8966495437,Kilotonne CO2 Equivalent
Ukraine,2014,1063042.610073537,Kilotonne CO2 Equivalent
United Kingdom,1990,1600214.9771122388,Kilotonne CO2 Equivalent
United Kingdom,1991,1619013.5814948399,Kilotonne CO2 Equivalent
United Kingdom,1992,1578210.518944216,Kilotonne CO2 Equivalent
United Kingdom,1993,1538513.5608160803,Kilotonne CO2 Equivalent
United Kingdom,1994,1516636.9419693085,Kilotonne CO2 Equivalent
United Kingdom,1995,1504927.836457002,Kilotonne CO2 Equivalent
United Kingdom,1996,1548451.568638627,Kilotonne CO2 Equivalent
United Kingdom,1997,1499037.59376093,Kilotonne CO2 Equivalent
United Kingdom,1998,1493924.044238142,Kilotonne CO2 Equivalent
United Kingdom,1999,1432598.8205380258,Kilotonne CO2 Equivalent
United Kingdom,2000,1435157.5858701894,Kilotonne CO2 Equivalent
United Kingdom,2001,1442052.7452637341,Kilotonne CO2 Equivalent
United Kingdom,2002,1402009.3807939796,Kilotonne CO2 Equivalent
United Kingdom,2003,1416170.0604577663,Kilotonne CO2 Equivalent
United Kingdom,2004,1408180.2034223475,Kilotonne CO2 Equivalent
United Kingdom,2005,1392083.2787103755,Kilotonne CO2 Equivalent
United Kingdom,2006,1380641.9866265755,Kilotonne CO2 Equivalent
United Kingdom,2007,1356023.2462998584,Kilotonne CO2 Equivalent
United Kingdom,2008,1315961.7360043116,Kilotonne CO2 Equivalent
United Kingdom,2009,1199113.5319385135,Kilotonne CO2 Equivalent
United Kingdom,2010,1228333.4811395782,Kilotonne CO2 Equivalent
United Kingdom,2011,1131978.0308587858,Kilotonne CO2 Equivalent
United Kingdom,2012,1165893.1853208626,Kilotonne CO2 Equivalent
United Kingdom,2013,1140157.0666131282,Kilotonne CO2 Equivalent
United Kingdom,2014,1055001.5025740103,Kilotonne CO2 Equivalent
United States of America,1990,19191433.46900674,Kilotonne CO2 Equivalent
United States of America,1991,18992813.656517703,Kilotonne CO2 Equivalent
United States of America,1992,19346031.462076616,Kilotonne CO2 Equivalent
United States of America,1993,19699247.56917312,Kilotonne CO2 Equivalent
United States of America,1994,19950889.78531222,Kilotonne CO2 Equivalent
United States of America,1995,20245586.776678443,Kilotonne CO2 Equivalent
United States of America,1996,20849514.012460407,Kilotonne CO2 Equivalent
United States of America,1997,20999997.30125805,Kilotonne CO2 Equivalent
United States of America,1998,21200364.488428373,Kilotonne CO2 Equivalent
United States of America,1999,21271327.834450766,Kilotonne CO2 Equivalent
United States of America,2000,21776919.35101662,Kilotonne CO2 Equivalent
United States of America,2001,21422697.42402591,Kilotonne CO2 Equivalent
United States of America,2002,21555984.414590515,Kilotonne CO2 Equivalent
United States of America,2003,21674922.097803812,Kilotonne CO2 Equivalent
United States of America,2004,22109910.103709552,Kilotonne CO2 Equivalent
United States of America,2005,22136326.492611866,Kilotonne CO2 Equivalent
United States of America,2006,21948433.36778289,Kilotonne CO2 Equivalent
United States of America,2007,22266623.88885417,Kilotonne CO2 Equivalent
United States of America,2008,21649245.212707438,Kilotonne CO2 Equivalent
United States of America,2009,20328689.321631175,Kilotonne CO2 Equivalent
United States of America,2010,20956371.160281774,Kilotonne CO2 Equivalent
United States of America,2011,20596193.708998445,Kilotonne CO2 Equivalent
United States of America,2012,19929031.73361957,Kilotonne CO2 Equivalent
United States of America,2013,20399937.908404075,Kilotonne CO2 Equivalent
United States of America,2014,20611338.274613585,Kilotonne CO2 Equivalent
