country,year,value,emission,units
Australia,2014,393126.946994288,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2013,396913.93653029,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2012,406462.8477036,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2011,403705.528313991,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2010,406200.993184341,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2009,408448.47899963,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2008,404237.828214077,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2007,398816.453543549,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2006,391134.100909449,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2005,385581.132806466,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2004,381519.261592783,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2003,368345.977425107,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2002,361861.387896028,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2001,357653.329899303,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,2000,349885.433108928,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1999,343713.906947774,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1998,334328.142646602,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1997,320439.116819391,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1996,311914.819824229,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1995,305162.543548735,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1994,293830.709141192,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1993,289142.267681326,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1992,284766.092717838,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1991,279741.639011863,CO2 Emissions,Kilotonne CO2 Equivalent
Australia,1990,278265.898940768,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2014,64262.5639931315,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2013,67957.1211123863,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2012,67698.6586349119,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2011,70327.1670444138,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2010,72531.826129136,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2009,67682.7251493548,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2008,74066.2557920763,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2007,74268.1107226333,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2006,76934.9515340371,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2005,79588.5018807541,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2004,78388.9974250799,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2003,78023.9538963192,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2002,72126.5914446168,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2001,70299.4711482287,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,2000,66274.7432545115,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1999,65660.1336422327,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1998,67047.2506680177,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1997,67455.8927304212,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1996,67667.2626980903,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1995,64202.1592201769,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1994,61189.1025048542,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1993,60790.7577213156,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1992,60432.2493410185,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1991,65903.513308256,CO2 Emissions,Kilotonne CO2 Equivalent
Austria,1990,62297.1655681668,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2014,60615.645730992,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2013,61510.987153813,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2012,60636.851387067,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2011,61128.400592577,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2010,61632.492704327,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2009,59596.205375555,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2008,63846.103794367,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2007,61563.881729088,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2006,62229.398882869,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2005,59664.73908178,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2004,58457.64761596,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2003,54845.145835185,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2002,53843.704423847,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2001,53783.847673632,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,2000,53686.857490672,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1999,55033.952116896,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1998,57426.329584039,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1997,60971.816305307,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1996,57251.355700374,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1995,56005.93938238,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1994,62402.279082903,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1993,75551.755291625,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1992,87060.81028961,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1991,93649.166141388,CO2 Emissions,Kilotonne CO2 Equivalent
Belarus,1990,100438.095063708,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2014,96325.4131833302,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2013,101744.736736883,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2012,100931.595609756,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2011,104945.713770963,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2010,114155.386728776,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2009,107282.543508312,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2008,120362.609842562,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2007,118027.408646158,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2006,122319.593759433,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2005,125118.016504076,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2004,128640.48346799,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2003,127523.989700176,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2002,126015.194675856,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2001,125649.370538717,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,2000,126315.209948975,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1999,124208.071769964,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1998,129737.090031462,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1997,123495.742758683,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1996,129010.471708927,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1995,125519.441990638,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1994,124426.885709848,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1993,121156.964954729,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1992,122217.919518023,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1991,123130.652897225,CO2 Emissions,Kilotonne CO2 Equivalent
Belgium,1990,119982.503418506,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2014,45139.955286201,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2013,42534.9272034699,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2012,48117.5560830313,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2011,53020.9811161954,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2010,47678.6489573594,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2009,45487.8735503956,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2008,53655.1401671903,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2007,55184.4241047849,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2006,51446.2829381283,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2005,50191.1160644292,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2004,49170.3376894348,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2003,49971.1515762142,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2002,45786.2947197982,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2001,48568.9178318705,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,2000,44896.670545605,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1999,45751.789097251,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1998,52143.3567693638,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1997,54790.1341566389,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1996,57581.194759982,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1995,57221.6062924032,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1994,55649.0813153431,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1993,57203.9355176784,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1992,56551.5935722778,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1991,59769.3415026104,CO2 Emissions,Kilotonne CO2 Equivalent
Bulgaria,1990,78197.8812570199,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2014,574099.775511611,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2013,573094.038846396,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2012,563423.613154917,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2011,558152.72293811,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2010,555003.760260925,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2009,542829.458896225,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2008,577444.930222255,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2007,596041.321973836,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2006,573479.269701141,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2005,579225.335719904,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2004,585414.860574334,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2003,587306.678537712,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2002,569862.145645112,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2001,564617.020300164,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,2000,572290.385518472,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1999,550183.063388038,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1998,533794.453645326,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1997,525120.011175522,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1996,510619.682210148,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1995,497224.83692526,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1994,482691.671271798,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1993,467607.237235461,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1992,468546.458912059,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1991,454246.137946001,CO2 Emissions,Kilotonne CO2 Equivalent
Canada,1990,463493.332387577,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2014,17607.3224145688,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2013,18359.4998410627,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2012,18776.3813482483,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2011,20614.4404738916,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2010,21183.709310531,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2009,21965.6352675347,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2008,23715.3843178607,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2007,24955.3759314165,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2006,23684.9350307817,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2005,23451.8458466746,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2004,23005.2348535353,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2003,23355.2211046544,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2002,22031.1266650621,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2001,20943.1099586839,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,2000,19789.1217501208,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1999,20215.653226001,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1998,19372.3876004329,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1997,18666.4669752133,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1996,17587.8984604534,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1995,16992.8004192757,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1994,16342.1818762402,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1993,17081.2280227503,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1992,16607.1344792414,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1991,17268.9103457996,CO2 Emissions,Kilotonne CO2 Equivalent
Croatia,1990,23390.075209187,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2014,6878.555308563,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2013,6449.610812027,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2012,7160.971875548,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2011,7696.667805268,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2010,8004.912020822,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2009,8372.396591774,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2008,8620.395581741,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2007,8458.664261444,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2006,8152.492308125,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2005,7961.983988964,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2004,7776.909404745,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2003,7550.081927808,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2002,7160.388457603,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2001,6969.466175788,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,2000,7095.964384675,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1999,6847.659115972,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1998,6580.296149717,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1997,6287.031657389,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1996,6156.132133961,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1995,5848.043785196,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1994,5977.257104602,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1993,5733.674102128,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1992,5482.974869661,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1991,5107.082886881,CO2 Emissions,Kilotonne CO2 Equivalent
Cyprus,1990,4621.007176785,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2014,101159.12216724,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2013,106477.08866661,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2012,109841.328902436,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2011,114113.146744787,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2010,115757.36858641,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2009,113970.029219436,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2008,121780.716313732,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2007,126933.162985254,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2006,125923.402444959,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2005,124590.137925265,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2004,126876.916162316,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2003,126151.648802001,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2002,122593.400101873,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2001,125541.536474736,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,2000,125841.969268613,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1999,115475.259995958,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1998,123696.517294897,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1997,128732.638710869,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1996,132234.071786388,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1995,129767.166426691,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1994,129188.734109272,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1993,135588.565572531,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1992,141565.719740237,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1991,146047.33959314,CO2 Emissions,Kilotonne CO2 Equivalent
Czech Republic,1990,161662.018871736,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2014,37460.6564588265,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2013,41537.0358081307,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2012,39524.4020330104,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2011,43970.7892561051,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2010,48993.4173755474,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2009,48592.2113851369,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2008,50935.6715289027,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2007,54429.0851744511,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2006,59162.4996316885,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2005,51307.2445174626,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2004,54916.9105639724,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2003,60493.9617162995,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2002,55339.6716999691,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2001,55845.147180549,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,2000,54148.9049729906,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1999,58456.4158198368,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1998,61117.3416291516,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1997,65457.8348433241,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1996,75110.840989738,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1995,61914.1610128897,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1994,64988.7809040025,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1993,61038.6712439614,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1992,58960.3115236108,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1991,64874.8138594637,CO2 Emissions,Kilotonne CO2 Equivalent
Denmark,1990,54306.4333356516,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2014,18918.7153387101,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2013,19566.3683734371,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2012,17304.6372276438,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2011,18449.9308643309,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2010,17833.779609149,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2009,14153.005161794,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2008,17264.5200333765,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2007,18755.6479305233,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2006,15719.5289253761,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2005,16330.7338304477,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2004,17055.0742451822,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2003,16833.2142927367,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2002,15020.2841500601,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2001,15493.8609887605,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,2000,15141.3877177023,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1999,15518.4906207187,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1998,16684.3031468739,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1997,18223.6042706384,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1996,18666.1359705806,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1995,17953.7359736926,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1994,19626.4459432317,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1993,18810.9639158495,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1992,24187.827575953,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1991,33662.372514403,CO2 Emissions,Kilotonne CO2 Equivalent
Estonia,1990,36666.0272974484,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2014,3463397.56376209,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2013,3646389.52530377,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2012,3728965.03097874,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2011,3789763.64094378,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2010,3933290.52224844,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2009,3814305.25795781,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2008,4149624.29618927,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2007,4244213.12941646,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2006,4297988.16195699,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2005,4290586.66799942,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2004,4314560.87112777,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2003,4306103.94478558,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2002,4208860.12268355,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2001,4232036.86327499,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,2000,4165145.4407136,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1999,4139002.99479822,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1998,4207666.03163804,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1997,4216524.73281421,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1996,4304793.28338046,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1995,4204480.85553967,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1994,4161321.31739286,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1993,4177106.50927114,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1992,4259922.81188982,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1991,4403723.16147676,CO2 Emissions,Kilotonne CO2 Equivalent
European Union,1990,4462205.14458363,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2014,47597.7335272535,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2013,51834.6967381541,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2012,50983.2728750769,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2011,56478.7455886964,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2010,63828.0182275297,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2009,55635.5827690138,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2008,58461.6330236854,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2007,66531.7208142561,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2006,68201.9059970754,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2005,56912.3148929823,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2004,68821.8128908428,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2003,72522.5901920366,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2002,64946.4682059915,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2001,62442.6400686017,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,2000,56973.3505273429,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1999,58872.9308028447,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1998,59351.4981462986,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1997,62698.0867925088,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1996,64038.9222021128,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1995,58126.247543133,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1994,61696.3853292446,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1993,56333.26799423,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1992,54264.3793101323,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1991,55187.1794528947,CO2 Emissions,Kilotonne CO2 Equivalent
Finland,1990,56950.8481820202,CO2 Emissions,Kilotonne CO2 Equivalent
France,2014,341152.531504158,CO2 Emissions,Kilotonne CO2 Equivalent
France,2013,369985.594525824,CO2 Emissions,Kilotonne CO2 Equivalent
France,2012,370491.153703148,CO2 Emissions,Kilotonne CO2 Equivalent
France,2011,368183.438441815,CO2 Emissions,Kilotonne CO2 Equivalent
France,2010,394235.674136659,CO2 Emissions,Kilotonne CO2 Equivalent
France,2009,383957.624293905,CO2 Emissions,Kilotonne CO2 Equivalent
France,2008,401878.86465183,CO2 Emissions,Kilotonne CO2 Equivalent
France,2007,408508.589897444,CO2 Emissions,Kilotonne CO2 Equivalent
France,2006,417662.678913825,CO2 Emissions,Kilotonne CO2 Equivalent
France,2005,428557.610248936,CO2 Emissions,Kilotonne CO2 Equivalent
France,2004,423168.636085445,CO2 Emissions,Kilotonne CO2 Equivalent
France,2003,422312.884466797,CO2 Emissions,Kilotonne CO2 Equivalent
France,2002,413569.247853298,CO2 Emissions,Kilotonne CO2 Equivalent
France,2001,417864.70558616,CO2 Emissions,Kilotonne CO2 Equivalent
France,2000,417116.544673865,CO2 Emissions,Kilotonne CO2 Equivalent
France,1999,420506.321957388,CO2 Emissions,Kilotonne CO2 Equivalent
France,1998,429051.499923046,CO2 Emissions,Kilotonne CO2 Equivalent
France,1997,407475.111806521,CO2 Emissions,Kilotonne CO2 Equivalent
France,1996,414013.070054113,CO2 Emissions,Kilotonne CO2 Equivalent
France,1995,401571.225451732,CO2 Emissions,Kilotonne CO2 Equivalent
France,1994,394536.962436592,CO2 Emissions,Kilotonne CO2 Equivalent
France,1993,394334.83380057,CO2 Emissions,Kilotonne CO2 Equivalent
